Fecha,Usuario,COP/Kwh-PPP,Gwh
2004-07-01,Regulados,77.57181956106527,2450.4112761100005
2004-07-01,NoRegulados,63.93487664002962,1486.6063669300004
2004-08-01,Regulados,77.33540889800109,2537.4515243999995
2004-08-01,NoRegulados,63.37500333026529,1548.07113544
2004-09-01,Regulados,78.24126933868092,2442.19644914
2004-09-01,NoRegulados,64.24022995203691,1537.1360528799994
2004-10-01,Regulados,79.38932310092414,2503.2501103199997
2004-10-01,NoRegulados,64.74959725151203,1643.15654696
2004-11-01,Regulados,79.88268388266896,2477.27244074
2004-11-01,NoRegulados,61.41105899911282,1661.42466003
2004-12-01,Regulados,79.86663757915396,2635.7319522099997
2004-12-01,NoRegulados,61.16180003635253,1656.1630337699999
2005-01-01,Regulados,77.7597781583752,2464.6680682000015
2005-01-01,NoRegulados,62.843677219326594,1849.448430279998
2005-02-01,Regulados,78.43220436668366,2284.49768626
2005-02-01,NoRegulados,62.595804227179826,1615.5151228699997
2005-03-01,Regulados,78.39844034376921,2514.5010181999987
2005-03-01,NoRegulados,62.442300645228684,1684.9172636500002
2005-04-01,Regulados,77.49551911866845,2484.013832619999
2005-04-01,NoRegulados,62.92928696778502,1654.96711968
2005-05-01,Regulados,76.11740605300012,2500.97141253
2005-05-01,NoRegulados,62.78576192342474,1724.3899702400001
2005-06-01,Regulados,73.28468072585106,2407.6371519899994
2005-06-01,NoRegulados,61.4030390746353,1577.3187398
2005-07-01,Regulados,75.66470996912086,2498.0883503800005
2005-07-01,NoRegulados,63.07646019433221,1725.606650019999
2005-08-01,Regulados,76.2110045488244,2552.40996779
2005-08-01,NoRegulados,62.940948019416915,1925.7979344000028
2005-09-01,Regulados,76.46968809867013,2484.546906039999
2005-09-01,NoRegulados,62.54449946126484,1905.5697560099995
2005-10-01,Regulados,76.6765701192673,2520.1753893400005
2005-10-01,NoRegulados,63.108356841267096,1980.3953458799992
2005-11-01,Regulados,73.02366430275883,2470.77081318
2005-11-01,NoRegulados,59.27621641150337,1883.6056643600004
2005-12-01,Regulados,78.65868220107122,2654.73821143
2005-12-01,NoRegulados,61.55553525819328,1942.1038282400002
2006-01-01,Regulados,78.6099243377363,2443.397740490001
2006-01-01,NoRegulados,63.23056579781401,1755.0739205500001
2006-02-01,Regulados,78.47021147196172,2280.7039516799996
2006-02-01,NoRegulados,62.322749128388345,1660.2160873899995
2006-03-01,Regulados,76.51000313856191,2593.8833060499996
2006-03-01,NoRegulados,62.272862102731644,1777.8135641500012
2006-04-01,Regulados,74.64498543083961,2501.35958891
2006-04-01,NoRegulados,62.712012305640926,1641.9993282400003
2006-05-01,Regulados,74.55860389601094,2461.5310966799993
2006-05-01,NoRegulados,62.9887702768673,1909.14013075
2006-06-01,Regulados,73.87428805340006,2440.61284506
2006-06-01,NoRegulados,65.01644537918445,1883.0650417599995
2006-07-01,Regulados,73.58985599705287,2564.2506736499995
2006-07-01,NoRegulados,65.43593867784871,1979.9464547899995
2006-08-01,Regulados,75.8112535858653,2568.6779352400004
2006-08-01,NoRegulados,66.50319329174252,2010.4231248299989
2006-09-01,Regulados,78.44906127399443,2539.88124133
2006-09-01,NoRegulados,70.01962875033773,2189.1520145799986
2006-10-01,Regulados,78.1490781118406,2619.9498133
2006-10-01,NoRegulados,69.2706682601966,2263.6561962
2006-11-01,Regulados,77.38127078154406,2533.68308754
2006-11-01,NoRegulados,67.44323621182245,2014.8186331600002
2006-12-01,Regulados,77.9238686958748,2589.1465039600002
2006-12-01,NoRegulados,66.25303588317915,1818.9506437600023
2007-01-01,Regulados,85.03132395063479,2644.564690520001
2007-01-01,NoRegulados,68.53814301943036,1846.1089926399986
2007-02-01,Regulados,85.8667820783631,2397.912868029999
2007-02-01,NoRegulados,73.6262954985391,1810.8543151199988
2007-03-01,Regulados,86.58522685721243,2711.4315008600006
2007-03-01,NoRegulados,73.53651201096126,1997.9549975199996
2007-04-01,Regulados,85.01288613079916,2503.33279271
2007-04-01,NoRegulados,72.1336878487522,1917.2989037299994
2007-05-01,Regulados,79.88675874933405,2710.07796757
2007-05-01,NoRegulados,69.46990392363873,1894.00559044
2007-06-01,Regulados,78.67580886147009,2657.32495547
2007-06-01,NoRegulados,70.34578334145536,1992.7493048799995
2007-07-01,Regulados,78.93786503710221,2799.419365309999
2007-07-01,NoRegulados,70.6033806844613,2056.8162541900006
2007-08-01,Regulados,79.08416764763058,2851.10603992
2007-08-01,NoRegulados,70.55323858538004,2015.93856409
2007-09-01,Regulados,79.57470593590581,2780.7668848000008
2007-09-01,NoRegulados,68.78087990134455,1906.8315180400004
2007-10-01,Regulados,79.79605467063638,2886.2248979299998
2007-10-01,NoRegulados,71.32192598910378,2190.72600155
2007-11-01,Regulados,80.29433522413665,2754.4394363000006
2007-11-01,NoRegulados,69.14593832139612,1970.4016876099993
2007-12-01,Regulados,84.4923772411437,2692.7764016599995
2007-12-01,NoRegulados,73.35929502975208,1978.66877215
2008-01-01,Regulados,91.34840873690078,2469.32457494
2008-01-01,NoRegulados,80.02450852329423,2073.530201719999
2008-02-01,Regulados,93.41644848434535,2362.82451268
2008-02-01,NoRegulados,81.87646106767669,2025.0133850500001
2008-03-01,Regulados,93.1002094690573,2514.6435489600003
2008-03-01,NoRegulados,80.24400005985459,1978.5916558399997
2008-04-01,Regulados,93.07828409872444,2439.3041147800004
2008-04-01,NoRegulados,81.71058249325444,2111.48824881
2008-05-01,Regulados,89.96844827033813,2695.76926112
2008-05-01,NoRegulados,82.34529117846152,2279.025583629999
2008-06-01,Regulados,91.2608827739348,2734.5108462500007
2008-06-01,NoRegulados,82.24316737012032,2203.746605919999
2008-07-01,Regulados,92.13454925109427,2870.22790899
2008-07-01,NoRegulados,81.18211163080049,2294.987053629999
2008-08-01,Regulados,91.9822346529584,2836.5834527
2008-08-01,NoRegulados,81.72603105551512,2257.22920301
2008-09-01,Regulados,93.68773895944088,2787.81560513
2008-09-01,NoRegulados,84.24426557593169,2214.95848674
2008-10-01,Regulados,95.15303440509808,2855.3616240000006
2008-10-01,NoRegulados,85.50665917847077,2244.2604637299987
2008-11-01,Regulados,95.46929047226178,2751.7294633600004
2008-11-01,NoRegulados,86.11362410352223,2145.9886961800003
2008-12-01,Regulados,101.02756533798191,2749.3725471500006
2008-12-01,NoRegulados,88.04692043276363,2164.6242190799994
2009-01-01,Regulados,116.08580352652656,2472.204792909999
2009-01-01,NoRegulados,93.7973643672675,2308.73049791
2009-02-01,Regulados,117.91090717797957,2258.7154943399996
2009-02-01,NoRegulados,96.61552284910246,2312.0199022799998
2009-03-01,Regulados,118.04788756764789,2469.734961299999
2009-03-01,NoRegulados,95.99826960776784,2436.745132949999
2009-04-01,Regulados,117.66538279689193,2484.35621497
2009-04-01,NoRegulados,93.9962250819634,2396.36996966
2009-05-01,Regulados,113.86951382416387,2723.9926014400003
2009-05-01,NoRegulados,94.4366786915195,2754.136004030001
2009-06-01,Regulados,112.59820078180299,2686.752529179999
2009-06-01,NoRegulados,94.80134287771375,2686.1999297400007
2009-07-01,Regulados,112.3256213507728,2824.038626380001
2009-07-01,NoRegulados,95.03335360605645,2819.24752728
2009-08-01,Regulados,111.3601712372804,2810.2999756999975
2009-08-01,NoRegulados,94.89146129926313,2806.872930809999
2009-09-01,Regulados,110.82605339731164,2746.42105057
2009-09-01,NoRegulados,96.05905206808484,2802.4935516099995
2009-10-01,Regulados,109.93518601976831,2823.9763250299993
2009-10-01,NoRegulados,94.97920329522732,2903.6878389799995
2009-11-01,Regulados,110.37279115642382,2735.5237256500004
2009-11-01,NoRegulados,95.97082703752368,2914.1179949899993
2009-12-01,Regulados,114.78623958510326,2640.90517751
2009-12-01,NoRegulados,103.84444274336762,2867.9910559600007
2010-01-01,Regulados,120.03264920077942,2474.848980490001
2010-01-01,NoRegulados,101.01028779886586,2656.6206495300003
2010-02-01,Regulados,121.92043165048696,2304.5332404999995
2010-02-01,NoRegulados,102.76361938720446,2527.8489736500005
2010-03-01,Regulados,122.80556344247694,2447.8330878700003
2010-03-01,NoRegulados,103.12245009803657,2817.748655010001
2010-04-01,Regulados,123.39459008287272,2363.4181998600006
2010-04-01,NoRegulados,105.83193733053108,2706.541921870001
2010-05-01,Regulados,121.74437927225297,2610.15785415
2010-05-01,NoRegulados,99.6742802172808,2984.81830456
2010-06-01,Regulados,121.41719207770484,2589.6077503499987
2010-06-01,NoRegulados,96.75107413457756,2669.397493050002
2010-07-01,Regulados,120.7845015293938,2643.6672220200007
2010-07-01,NoRegulados,95.63800510260356,2686.2672051500003
2010-08-01,Regulados,120.05424112226123,2651.7612028100007
2010-08-01,NoRegulados,95.53003674695223,2689.4560122899993
2010-09-01,Regulados,119.86122239023399,2682.240804679999
2010-09-01,NoRegulados,97.01991362612875,2764.5930476400003
2010-10-01,Regulados,119.39474245871035,2850.9835944200017
2010-10-01,NoRegulados,98.14297693618438,2995.212858270001
2010-11-01,Regulados,120.55287389804565,2741.08627411
2010-11-01,NoRegulados,96.32028343566797,2668.2361102900013
2010-12-01,Regulados,123.93885204555507,2593.4875674700006
2010-12-01,NoRegulados,98.14119610963486,2438.43024342
2011-01-01,Regulados,130.1652099497193,2649.862848740001
2011-01-01,NoRegulados,99.51526266725558,2234.91610789
2011-02-01,Regulados,131.54497779811433,2470.0848726599984
2011-02-01,NoRegulados,100.56177659523414,2083.5288243100003
2011-03-01,Regulados,132.93715018595762,2700.7858795699985
2011-03-01,NoRegulados,99.903167929978,2291.653740620002
2011-04-01,Regulados,133.0287169918785,2610.217641589998
2011-04-01,NoRegulados,100.61574227740228,2212.941632850001
2011-05-01,Regulados,131.98486118727863,2909.72713303
2011-05-01,NoRegulados,101.63387301661332,2365.1708812199995
2011-06-01,Regulados,131.75371135256643,2861.156316879999
2011-06-01,NoRegulados,101.96072583169396,2359.4873688100006
2011-07-01,Regulados,130.98367741489858,2913.274715909997
2011-07-01,NoRegulados,101.73489377247947,2449.27846803
2011-08-01,Regulados,130.95883530036556,2945.866316469999
2011-08-01,NoRegulados,102.01212940746277,2531.1742443400003
2011-09-01,Regulados,132.02614178157665,2886.425086089998
2011-09-01,NoRegulados,103.83957365652128,2442.963726600001
2011-10-01,Regulados,133.04076113209686,2970.7769563600013
2011-10-01,NoRegulados,103.07483067122622,2497.6274355299984
2011-11-01,Regulados,133.19181720382275,2951.550088090001
2011-11-01,NoRegulados,103.03844436925752,2393.7904352200026
2011-12-01,Regulados,134.3735216645474,2939.5092569500007
2011-12-01,NoRegulados,103.74460609241707,2254.4317401199996
2012-01-01,Regulados,135.47879953242216,2884.2825689300007
2012-01-01,NoRegulados,104.86598123680034,2323.060155869999
2012-02-01,Regulados,135.34822035045022,2746.8110876400006
2012-02-01,NoRegulados,106.87250440032842,2250.4588267500003
2012-03-01,Regulados,134.96477603694427,2923.02629582
2012-03-01,NoRegulados,105.75027604057951,2497.62355975
2012-04-01,Regulados,134.87746311666064,2890.7936098100004
2012-04-01,NoRegulados,103.80402264322699,2295.3790501000008
2012-05-01,Regulados,134.24614402250103,3051.05303285
2012-05-01,NoRegulados,102.55290147935942,2494.9482676
2012-06-01,Regulados,132.12001949135177,3055.8846345799984
2012-06-01,NoRegulados,102.89076827853677,2460.278650889999
2012-07-01,Regulados,131.85685966448838,3108.45880701
2012-07-01,NoRegulados,102.48190050855833,2547.330993130001
2012-08-01,Regulados,132.7467905236384,3140.122880089999
2012-08-01,NoRegulados,108.03684313626847,2744.1718045
2012-09-01,Regulados,134.02441586061812,3064.4828965599995
2012-09-01,NoRegulados,110.28247080432362,2776.4153026499976
2012-10-01,Regulados,134.1509177250976,3162.9045596700003
2012-10-01,NoRegulados,111.27142501555213,2800.2681942499985
2012-11-01,Regulados,132.8029343277574,3096.919047569999
2012-11-01,NoRegulados,109.93886142615882,2718.83234569
2012-12-01,Regulados,132.314771349929,3057.7157632499993
2012-12-01,NoRegulados,111.3415508235555,2604.2570047800004
2013-01-01,Regulados,140.3476314217408,2971.2271973100014
2013-01-01,NoRegulados,112.5779841524363,2760.6111467200003
2013-02-01,Regulados,140.4690197114855,2703.124561380002
2013-02-01,NoRegulados,112.6751843406572,2526.4460857899994
2013-03-01,Regulados,140.21045098598913,2867.7372107600017
2013-03-01,NoRegulados,109.70295874378465,2661.9311662100004
2013-04-01,Regulados,141.14107002170712,2896.64656133
2013-04-01,NoRegulados,114.71891586285061,2836.8355298799997
2013-05-01,Regulados,138.95909587708675,3149.7421802000017
2013-05-01,NoRegulados,110.48157297604213,2852.4073092500016
2013-06-01,Regulados,139.2986495773726,3127.988187340001
2013-06-01,NoRegulados,111.92829737795546,2727.9520658899996
2013-07-01,Regulados,140.7004652265934,3212.1370831299996
2013-07-01,NoRegulados,116.66985179125759,3017.1706219499993
2013-08-01,Regulados,139.57360857723177,3188.14297217
2013-08-01,NoRegulados,112.0344603275794,2897.461772689999
2013-09-01,Regulados,139.47304875831225,3073.552439459999
2013-09-01,NoRegulados,111.79470684822896,2856.074107100001
2013-10-01,Regulados,139.38815192454905,3205.6907476399997
2013-10-01,NoRegulados,114.92801540474457,3041.1254507000012
2013-11-01,Regulados,138.81634345242998,3155.2299414699996
2013-11-01,NoRegulados,114.01809334223269,2953.145724459998
2013-12-01,Regulados,139.75677460228312,3057.9473704500006
2013-12-01,NoRegulados,112.17906485421855,2908.399602760001
2014-01-01,Regulados,138.63343980984783,2968.78807461
2014-01-01,NoRegulados,111.00622668617318,2550.849610659999
2014-02-01,Regulados,140.74529585958038,2700.390469679999
2014-02-01,NoRegulados,115.90809495907881,2546.0334225300007
2014-03-01,Regulados,142.64930042811264,2885.233864739999
2014-03-01,NoRegulados,116.72199802319456,2702.4542440400005
2014-04-01,Regulados,145.74324499571478,2872.0971286100034
2014-04-01,NoRegulados,121.66911879215392,2613.69369171
2014-05-01,Regulados,145.63382035581128,3188.123548439999
2014-05-01,NoRegulados,119.65824457367721,2781.0011526499975
2014-06-01,Regulados,144.51141783467838,3132.7599634900025
2014-06-01,NoRegulados,117.68496141087489,2730.4305026
2014-07-01,Regulados,142.6460628487145,3278.722153640001
2014-07-01,NoRegulados,116.56374512222676,2916.8710152600015
2014-08-01,Regulados,143.76553103207942,3223.940826479999
2014-08-01,NoRegulados,117.24340772541954,2899.8263377500016
2014-09-01,Regulados,144.20092995421203,3131.264752680001
2014-09-01,NoRegulados,116.95199930016118,2793.9926887699985
2014-10-01,Regulados,145.65395009167375,3226.690564149999
2014-10-01,NoRegulados,118.10032666366125,2868.185967909995
2014-11-01,Regulados,145.02731981767042,3146.3231488500014
2014-11-01,NoRegulados,118.64936237458484,2796.062337410001
2014-12-01,Regulados,147.04747439019567,3056.5388249099997
2014-12-01,NoRegulados,121.07258492856585,2809.938561140002
2015-01-01,Regulados,146.8068332330957,2964.0902244200006
2015-01-01,NoRegulados,121.64000191469925,2628.7675293100033
2015-02-01,Regulados,146.986769292859,2729.668504240001
2015-02-01,NoRegulados,121.7250091570543,2527.5342861799963
2015-03-01,Regulados,150.52774231364612,2927.6111762999994
2015-03-01,NoRegulados,124.84741611016621,2771.296287990002
2015-04-01,Regulados,149.2554414144739,2887.6304458600007
2015-04-01,NoRegulados,123.56032477976056,2601.3179323400072
2015-05-01,Regulados,148.8899270314863,3297.823434779999
2015-05-01,NoRegulados,124.95321383122756,2878.485389009999
2015-06-01,Regulados,149.26338285214248,3293.2537688600014
2015-06-01,NoRegulados,125.1358361098312,2809.6532630200018
2015-07-01,Regulados,151.32115480371348,3427.1708577700024
2015-07-01,NoRegulados,128.27233751973358,2960.609277389995
2015-08-01,Regulados,154.19122861291422,3412.016263110001
2015-08-01,NoRegulados,130.93909516342057,2927.9693090599994
2015-09-01,Regulados,160.5820072387822,3231.0478199800004
2015-09-01,NoRegulados,134.16462515105846,2924.9329992700036
2015-10-01,Regulados,169.44527440144216,3330.1161167600017
2015-10-01,NoRegulados,137.15843745448817,2892.537251509999
2015-11-01,Regulados,169.0093234139833,3339.482453800002
2015-11-01,NoRegulados,136.43762085179912,2728.368685790003
2015-12-01,Regulados,171.59468069023953,3312.9707028700013
2015-12-01,NoRegulados,138.11167789371532,2742.2556990900066
2016-01-01,Regulados,171.4189400955511,2953.72060819
2016-01-01,NoRegulados,134.95448564025207,2451.7339246900087
2016-02-01,Regulados,173.45435881500748,2736.961986680001
2016-02-01,NoRegulados,136.35949951666387,2406.9074574900037
2016-03-01,Regulados,172.36287432836622,2880.0444306700006
2016-03-01,NoRegulados,137.86703108544873,2494.7454135800094
2016-04-01,Regulados,166.51373677418147,2797.269045140003
2016-04-01,NoRegulados,135.03638284048807,2447.8466526399984
2016-05-01,Regulados,164.2993690463176,3002.3469644199995
2016-05-01,NoRegulados,132.82214038233542,2544.2447310100115
2016-06-01,Regulados,166.0579409451996,3061.1782068199996
2016-06-01,NoRegulados,136.26252523377735,2555.6761245500006
2016-07-01,Regulados,166.16180342514429,3210.0295426899997
2016-07-01,NoRegulados,141.25542623873952,2433.9372421000044
2016-08-01,Regulados,165.69817249611174,3251.7805068100006
2016-08-01,NoRegulados,151.39879867353952,2592.9587865300064
2016-09-01,Regulados,164.4677873530214,3127.6955264499993
2016-09-01,NoRegulados,151.00947804735318,2603.9790210100014
2016-10-01,Regulados,164.9587946237356,3088.833624560001
2016-10-01,NoRegulados,154.47615844086656,2626.599475270005
2016-11-01,Regulados,167.16692133189466,2759.1975262000014
2016-11-01,NoRegulados,154.83472771194795,2524.512435990003
2016-12-01,Regulados,166.93300848272648,2638.084218939998
2016-12-01,NoRegulados,148.92018443954996,2523.8780147900065
2017-01-01,Regulados,176.58740213664058,2659.063864699999
2017-01-01,NoRegulados,153.37751385044572,2355.265962530002
2017-02-01,Regulados,177.80959482391432,2591.6685738100005
2017-02-01,NoRegulados,157.78966838476808,2222.384951639998
2017-03-01,Regulados,178.53680944305162,2910.1426433100014
2017-03-01,NoRegulados,155.41571578229636,2431.13359543
2017-04-01,Regulados,177.57488554371471,2933.1944477399993
2017-04-01,NoRegulados,152.83953810425683,2358.328331890008
2017-05-01,Regulados,177.4639912547573,3190.089095390001
2017-05-01,NoRegulados,150.30523544809802,2516.892431259998
2017-06-01,Regulados,177.34152084821693,3207.5882696100007
2017-06-01,NoRegulados,150.95223980762597,2488.9824337300042
2017-07-01,Regulados,178.0890171965943,3343.224338789998
2017-07-01,NoRegulados,151.7112559314494,2564.1396431899993
2017-08-01,Regulados,177.46448139508004,3505.32854997
2017-08-01,NoRegulados,153.8981533372774,2599.4237269199994
2017-09-01,Regulados,177.25421861576842,3420.8534397299995
2017-09-01,NoRegulados,156.7383771725341,2521.5279480200034
2017-10-01,Regulados,177.56254992797778,3505.9393493800003
2017-10-01,NoRegulados,157.96684125787087,2520.01681495
2017-11-01,Regulados,179.16827215595538,3369.79572594
2017-11-01,NoRegulados,158.59923495242344,2494.594933790005
2017-12-01,Regulados,179.45878461652214,3294.4446285299987
2017-12-01,NoRegulados,157.1478324457447,2389.5500257300014
2018-01-01,Regulados,187.36293628694636,2919.9521706899995
2018-01-01,NoRegulados,164.04765423317752,2604.8183740100044
2018-02-01,Regulados,188.16799866639553,2831.4033771699997
2018-02-01,NoRegulados,165.001380995068,2469.0431264099943
2018-03-01,Regulados,188.79801532215544,3074.106914809998
2018-03-01,NoRegulados,166.9870309993181,2704.514681100003
2018-04-01,Regulados,188.07863669790558,3120.5785874799985
2018-04-01,NoRegulados,165.02714105371322,2714.2543820799992
2018-05-01,Regulados,189.3783432644808,3471.3338659500005
2018-05-01,NoRegulados,165.30000113386353,2853.764516670009
2018-06-01,Regulados,189.37664877314992,3448.4943516699987
2018-06-01,NoRegulados,164.84749827085494,2820.9243479799966
2018-07-01,Regulados,188.83579842811176,3614.2769023099995
2018-07-01,NoRegulados,164.17576965491835,2888.0965562500087
2018-08-01,Regulados,188.8746666220237,3648.519588929999
2018-08-01,NoRegulados,165.28505152556045,2959.1721404600107
2018-09-01,Regulados,190.46717486486202,3572.736462880002
2018-09-01,NoRegulados,168.3945346243481,2834.507677470003
2018-10-01,Regulados,192.41039024850375,3674.2144473999997
2018-10-01,NoRegulados,168.75528246009776,3131.8642787500157
2018-11-01,Regulados,192.67590467224892,3579.3615688200002
2018-11-01,NoRegulados,169.54300984705407,2902.0436486500016
2018-12-01,Regulados,192.3345565179579,3527.47848153
2018-12-01,NoRegulados,172.25802574360233,2745.197849290005
2019-01-01,Regulados,200.63529459802538,3066.963536620001
2019-01-01,NoRegulados,179.48501889883755,2676.8298738400113
2019-02-01,Regulados,201.73409024848246,2754.81296335
2019-02-01,NoRegulados,181.69205487128178,2596.9523162500036
2019-03-01,Regulados,202.14074936104186,3083.7678208800003
2019-03-01,NoRegulados,181.68931721636375,2805.691056210006
2019-04-01,Regulados,202.584691988213,3129.6934492200007
2019-04-01,NoRegulados,179.94211387585185,2737.1675244100047
2019-05-01,Regulados,203.97154191941675,3547.3834892600025
2019-05-01,NoRegulados,181.38647024508344,2768.7428535900017
2019-06-01,Regulados,203.15577263081425,3542.8519692699997
2019-06-01,NoRegulados,179.74134300407846,2720.280876540006
2019-07-01,Regulados,204.6667720951941,3655.2848119600003
2019-07-01,NoRegulados,181.91982082722112,2826.5100340700023
2019-08-01,Regulados,206.58970162739485,3632.800067350001
2019-08-01,NoRegulados,183.41192696408268,2849.468875200004
2019-09-01,Regulados,208.75639064761478,3516.7422679099986
2019-09-01,NoRegulados,186.35279356916226,2799.6649486900033
